0.1,-0.39
0.2,-0.43
0.3,-0.51
0.4,-0.47
0.5,-0.43
0.6,-0.31
0.7,-0.43
0.8,-0.43
0.9,-0.47
1,-0.39
1.1,-0.39
1.2,-0.35
1.3,-0.35
1.4,-0.31
1.5,-0.43
1.6,-0.39
1.7,-0.43
1.8,-0.39
1.9,-0.47
2,-0.43
2.1,-0.31
2.2,-0.39
2.3,-0.39
2.4,-0.47
2.5,-0.39
2.6,-0.43
2.7,-0.43
2.8,-0.47
2.9,-0.47
3,-0.39
3.1,-0.39
3.2,-0.39
3.3,-0.39
3.4,-0.39
3.5,-0.43
3.6,-0.39
3.7,-0.35
3.8,-0.39
3.9,-0.43
4,-0.43
4.1,-0.43
4.2,-0.39
4.3,-0.35
4.4,-0.27
4.5,-0.31
4.6,-0.51
4.7,-0.39
4.8,-0.47
4.9,-0.43
5,-0.43
5.1,-0.39
5.2,-0.43
5.3,-0.39
5.4,-0.43
5.5,-0.43
5.6,-0.47
5.7,-0.43
5.8,-0.47
5.9,-0.51
6,-0.43
6.1,-0.39
6.2,-0.35
6.3,-0.43
6.4,-0.47
6.5,-0.35
6.6,-0.43
6.7,-0.35
6.8,-0.51
6.9,-0.39
7,-0.43
7.1,-0.47
7.2,-0.43
7.3,-0.39
7.4,-0.35
7.5,-0.43
7.6,-0.35
7.7,-0.39
7.8,-0.39
7.9,-0.39
8,-0.39
8.1,-0.31
8.2,-0.35
8.3,-0.31
8.4,-0.39
8.5,-0.43
8.6,-0.35
8.7,-0.31
8.8,-0.39
8.9,-0.31
9,-0.43
9.1,-0.43
9.2,-0.43
9.3,-0.47
9.4,-0.35
9.5,-0.47
9.6,-0.51
9.7,-0.43
9.8,-0.47
9.9,-0.47
10,-0.43
10.1,-0.35
10.2,-0.31
10.3,-0.35
10.4,-0.31
10.5,-0.35
10.6,-0.31
10.7,-0.47
10.8,-0.43
10.9,-0.31
11,-0.47
11.1,-0.35
11.2,-0.55
11.3,-0.43
11.4,-0.35
11.5,-0.35
11.6,-0.43
11.7,-0.51
11.8,-0.31
11.9,-0.24
12,-0.04
12.1,-0.12
12.2,-0.04
12.3,0.04
12.4,-0.27
12.5,-0.51
12.6,-0.71
12.7,-0.94
12.8,-0.9
12.9,-0.82
13,-0.9
13.1,-0.43
13.2,-0.31
13.3,0.04
13.4,-0.12
13.5,0.12
13.6,0
13.7,-0.16
13.8,-0.12
13.9,-0.27
14,-0.47
14.1,-0.59
14.2,-0.75
14.3,-0.82
14.4,-0.55
14.5,0
14.6,-0.71
14.7,-0.67
14.8,-0.47
14.9,-0.51
15,-0.82
15.1,-0.47
15.2,-0.47
15.3,-0.43
15.4,-0.31
15.5,-0.24
15.6,-0.12
15.7,-0.12
15.8,-0.24
15.9,-0.27
16,-0.35
16.1,-0.55
16.2,-0.59
16.3,-0.63
16.4,-0.98
16.5,-0.94
16.6,-0.67
16.7,-0.31
16.8,-0.39
16.9,0
17,-0.04
17.1,-0.2
17.2,-0.16
17.3,-0.39
17.4,-0.47
17.5,-2
17.6,-0.63
17.7,-0.71
17.8,-0.71
17.9,-0.78
18,-0.71
18.1,-0.39
18.2,-0.08
18.3,-0.67
18.4,-0.39
18.5,-0.51
18.6,-0.47
18.7,-0.47
18.8,-0.35
18.9,-1.53
19,-0.31
19.1,-0.27
19.2,-0.24
19.3,0
19.4,-0.08
19.5,-0.08
19.6,-0.43
19.7,-0.43
19.8,-0.78
19.9,-0.82
20,-0.75
20.1,-0.78
20.2,-1.06
20.3,-0.67
20.4,-0.39
20.5,0
20.6,-0.12
20.7,0.04
20.8,-0.16
20.9,0.12
21,-0.08
21.1,-0.2
21.2,-0.39
21.3,-0.39
21.4,-0.67
21.5,-0.71
21.6,-0.82
21.7,-0.94
21.8,-0.82
21.9,-0.78
22,-0.78
22.1,-0.67
22.2,-0.51
22.3,-0.43
22.4,-0.2
22.5,-0.27
22.6,-0.16
22.7,-0.2
22.8,0
22.9,-0.12
23,0
23.1,-0.16
23.2,-0.39
23.3,-0.55
23.4,-0.63
23.5,-0.59
23.6,-1.18
23.7,-1.37
23.8,-1.14
23.9,-0.59
24,-0.43
24.1,-0.16
24.2,-0.04
24.3,0.24
24.4,0.2
24.5,-0.12
24.6,-0.12
24.7,-0.43
24.8,-0.47
24.9,-0.59
25,-0.82
25.1,-0.86
25.2,-0.86
25.3,-0.55
25.4,-0.59
25.5,-0.75
25.6,-0.55
25.7,-0.35
25.8,-0.51
25.9,-0.27
26,-0.35
26.1,-0.16
26.2,-0.12
26.3,0.04
26.4,0.08
26.5,0
26.6,0.12
26.7,-0.2
26.8,-0.47
26.9,-0.63
27,-0.94
27.1,-1.02
27.2,-1.22
27.3,-0.59
27.4,-0.55
27.5,-0.27
27.6,-0.24
27.7,0
27.8,-0.24
27.9,-0.08
28,-0.2
28.1,-0.47
28.2,-0.59
28.3,-0.75
28.4,-0.47
28.5,-0.55
28.6,-0.75
28.7,-0.67
28.8,-0.43
28.9,-0.63
29,-0.35
29.1,-0.63
29.2,-0.24
29.3,-0.24
29.4,-0.31
29.5,-0.51
29.6,-0.47
29.7,-0.31
29.8,-0.31
29.9,-0.35
30,-0.24
30.1,-0.2
30.2,-0.2
30.3,-0.43
30.4,-0.47
30.5,-0.59
30.6,-0.75
30.7,-0.59
30.8,-0.75
30.9,-0.55
31,-0.24
31.1,-0.27
31.2,-0.43
31.3,-0.08
31.4,-0.12
31.5,-0.31
31.6,-0.31
31.7,-0.35
31.8,-0.59
31.9,-0.51
32,-0.59
32.1,-0.55
32.2,-0.63
32.3,-0.75
32.4,-0.67
32.5,-0.43
32.6,-0.39
32.7,-0.39
32.8,-0.51
32.9,-0.35
33,-0.59
33.1,-0.51
33.2,-0.55
33.3,-0.31
33.4,-0.27
33.5,-0.24
33.6,-0.2
33.7,-0.12
33.8,-0.24
33.9,-0.35
34,-0.63
34.1,-0.75
34.2,-0.78
34.3,-0.71
34.4,-0.71
34.5,-0.63
34.6,-0.55
34.7,-0.47
34.8,-0.31
34.9,-0.12
35,-0.04
35.1,-0.2
35.2,-0.16
35.3,-0.31
35.4,-0.43
35.5,-0.51
